disease pair ID,label
Phe_112-Phe_520,1
Phe_112-Phe_520.2,1
Phe_112-Phe_521,1
Phe_112-Phe_521.1,1
Phe_112-Phe_522,0
Phe_112-Phe_522.5,1
Phe_112-Phe_523,1
Phe_112-Phe_523.3,0
Phe_112-Phe_525,1
Phe_112-Phe_528,1
Phe_112-Phe_529,1
Phe_112-Phe_530,1
Phe_112-Phe_530.1,1
Phe_112-Phe_530.11,1
Phe_112-Phe_530.12,1
Phe_112-Phe_530.14,1
Phe_112-Phe_530.2,1
Phe_112-Phe_530.3,1
Phe_112-Phe_530.9,1
Phe_112-Phe_531,1
Phe_112-Phe_531.2,1
Phe_112-Phe_531.3,1
Phe_112-Phe_532,1
Phe_112-Phe_535,1
Phe_112-Phe_535.1,1
Phe_112-Phe_535.6,1
Phe_112-Phe_535.8,1
Phe_112-Phe_537,1
Phe_112-Phe_540,1
Phe_112-Phe_540.1,1
Phe_112-Phe_540.11,1
Phe_112-Phe_550,1
Phe_112-Phe_550.1,1
Phe_112-Phe_550.2,1
Phe_112-Phe_550.4,1
Phe_112-Phe_550.5,1
Phe_112-Phe_555,1
Phe_112-Phe_555.1,1
Phe_112-Phe_555.2,1
Phe_112-Phe_556,1
Phe_112-Phe_557,1
Phe_112-Phe_557.1,1
Phe_112-Phe_558,1
Phe_112-Phe_559,1
Phe_112-Phe_560.4,1
Phe_112-Phe_561,1
Phe_112-Phe_561.2,1
Phe_112-Phe_562,1
Phe_112-Phe_562.1,1
Phe_112-Phe_563,1
Phe_112-Phe_564,1
Phe_112-Phe_564.1,1
Phe_112-Phe_564.8,1
Phe_112-Phe_564.9,1
Phe_112-Phe_565,1
Phe_112-Phe_565.1,1
Phe_112-Phe_568,1
Phe_112-Phe_568.1,1
Phe_112-Phe_569,1
Phe_112-Phe_571,1
Phe_112-Phe_571.5,1
Phe_112-Phe_572,1
Phe_112-Phe_573,1
Phe_112-Phe_573.7,1
Phe_112-Phe_574,1
Phe_112-Phe_574.1,1
Phe_112-Phe_574.11,1
Phe_112-Phe_574.12,1
Phe_112-Phe_574.2,1
Phe_112-Phe_574.3,1
Phe_112-Phe_575,1
Phe_112-Phe_575.7,1
Phe_112-Phe_575.8,1
Phe_112-Phe_577,1
Phe_112-Phe_577.1,1
Phe_112-Phe_578.1,1
Phe_112-Phe_578.2,1
Phe_112-Phe_578.9,1
Phe_112-Phe_579,1
Phe_112-Phe_579.8,1
Phe_112-Phe_580,1
Phe_112-Phe_580.1,1
Phe_112-Phe_585,1
Phe_112-Phe_585.1,1
Phe_112-Phe_585.2,1
Phe_112-Phe_585.3,1
Phe_112-Phe_586,1
Phe_112-Phe_586.2,1
Phe_112-Phe_590,1
Phe_112-Phe_591,1
Phe_112-Phe_592,1
Phe_112-Phe_592.1,1
Phe_112-Phe_593,1
Phe_112-Phe_594,1
Phe_112-Phe_594.1,1
Phe_112-Phe_594.3,1
Phe_112-Phe_594.8,1
Phe_112-Phe_595,1
Phe_112-Phe_596,1
Phe_112-Phe_596.1,1
Phe_112-Phe_596.5,1
Phe_112-Phe_597,1
Phe_112-Phe_597.1,1
Phe_112-Phe_598,1
Phe_112-Phe_599,1
Phe_112-Phe_599.2,1
Phe_112-Phe_599.3,1
Phe_112-Phe_599.4,1
Phe_112-Phe_599.5,1
Phe_112-Phe_599.9,1
Phe_112-Phe_611.3,1
Phe_112-Phe_613,1
Phe_112-Phe_681,1
Phe_112-Phe_681.3,1
Phe_112-Phe_686,1
Phe_112-Phe_686.1,1
Phe_112-Phe_687,1
Phe_112-Phe_687.1,1
Phe_112-Phe_687.4,1
Phe_112-Phe_689,1
Phe_112-Phe_695,1
Phe_112-Phe_696,1
Phe_112-Phe_696.4,1
Phe_112-Phe_696.41,1
Phe_112-Phe_701,1
Phe_112-Phe_701.2,1
Phe_112-Phe_702,0
Phe_112-Phe_702.1,1
Phe_112-Phe_702.2,1
Phe_112-Phe_703,1
Phe_112-Phe_704,1
Phe_112-Phe_706,1
Phe_112-Phe_706.2,1
Phe_112-Phe_707,1
Phe_112-Phe_709,1
Phe_112-Phe_709.7,1
Phe_112-Phe_714,1
Phe_112-Phe_714.1,1
Phe_112-Phe_715,1
Phe_112-Phe_716,1
Phe_112-Phe_716.2,1
Phe_112-Phe_716.9,1
Phe_112-Phe_717,1
Phe_112-Phe_720,1
Phe_112-Phe_721,1
Phe_112-Phe_721.1,1
Phe_112-Phe_722,1
Phe_112-Phe_722.6,1
Phe_112-Phe_722.9,1
Phe_112-Phe_724,1
Phe_112-Phe_726,1
Phe_112-Phe_726.1,1
Phe_112-Phe_727,1
Phe_112-Phe_727.1,1
Phe_112-Phe_727.4,1
Phe_112-Phe_728,1
Phe_112-Phe_728.7,1
Phe_112-Phe_728.71,1
Phe_112-Phe_729,1
Phe_112-Phe_729.1,1
Phe_112-Phe_733,1
Phe_112-Phe_733.8,1
Phe_112-Phe_735,1
Phe_112-Phe_735.2,1
Phe_112-Phe_735.21,1
Phe_112-Phe_735.23,1
Phe_112-Phe_735.3,1
Phe_112-Phe_736,1
Phe_112-Phe_737,1
Phe_112-Phe_737.3,1
Phe_112-Phe_738,1
Phe_112-Phe_738.4,1
Phe_112-Phe_740,1
Phe_112-Phe_740.1,1
Phe_112-Phe_740.11,1
Phe_112-Phe_740.9,1
Phe_112-Phe_741,1
Phe_112-Phe_741.4,1
Phe_112-Phe_742,1
Phe_112-Phe_742.9,1
Phe_112-Phe_743,1
Phe_112-Phe_743.1,1
Phe_112-Phe_743.11,1
Phe_112-Phe_745,1
Phe_112-Phe_747,1
Phe_112-Phe_747.1,1
Phe_112-Phe_747.13,1
Phe_112-Phe_751,1
Phe_112-Phe_939,1
Phe_153-Phe_153.2,1
Phe_153-Phe_153.3,1
Phe_153-Phe_158,1
Phe_153-Phe_159,1
Phe_153-Phe_165,1
Phe_153-Phe_165.1,1
Phe_153-Phe_172,0
Phe_153-Phe_172.2,0
Phe_153-Phe_174,1
Phe_153-Phe_189,0
Phe_153-Phe_189.11,0
Phe_153-Phe_189.2,0
Phe_153-Phe_189.21,0
Phe_153-Phe_195,0
Phe_153-Phe_195.1,1
Phe_153-Phe_197,1
Phe_153-Phe_198,1
Phe_153-Phe_198.1,1
Phe_153-Phe_198.2,1
Phe_153-Phe_198.3,1
Phe_153-Phe_198.4,1
Phe_153-Phe_198.6,1
Phe_153-Phe_199,0
Phe_153-Phe_202,0
Phe_153-Phe_202.2,0
Phe_153-Phe_204,0
Phe_153-Phe_208,1
Phe_153-Phe_211,1
Phe_153-Phe_214,1
Phe_153-Phe_214.1,0
Phe_153-Phe_215,0
Phe_153-Phe_216,1
Phe_153-Phe_228,0
Phe_153-Phe_229,0
Phe_153-Phe_241,0
Phe_153-Phe_242,0
Phe_153-Phe_244,0
Phe_153-Phe_244.1,0
Phe_153-Phe_244.4,0
Phe_153-Phe_250.1,0
Phe_153-Phe_250.2,1
Phe_153-Phe_250.23,0
Phe_153-Phe_250.7,0
Phe_153-Phe_260,0
Phe_153-Phe_261,0
Phe_153-Phe_272,1
Phe_153-Phe_272.1,0
Phe_153-Phe_272.11,1
Phe_153-Phe_274,0
Phe_153-Phe_274.1,0
Phe_153-Phe_275,0
Phe_153-Phe_275.5,0
Phe_153-Phe_276,1
Phe_153-Phe_276.1,1
Phe_153-Phe_276.12,0
Phe_153-Phe_276.14,1
Phe_153-Phe_276.5,1
Phe_153-Phe_277,1
Phe_153-Phe_278,0
Phe_153-Phe_278.1,0
Phe_153-Phe_280,0
Phe_153-Phe_280.1,0
Phe_153-Phe_281,0
Phe_153-Phe_281.1,0
Phe_153-Phe_285,0
Phe_153-Phe_287,0
Phe_153-Phe_287.3,0
Phe_153-Phe_288,1
Phe_153-Phe_289,0
Phe_153-Phe_289.4,1
Phe_153-Phe_290,0
Phe_153-Phe_292,0
Phe_153-Phe_292.1,0
Phe_153-Phe_292.4,0
Phe_153-Phe_293,0
Phe_153-Phe_296,0
Phe_153-Phe_296.1,0
Phe_153-Phe_296.2,0
Phe_153-Phe_300,0
Phe_153-Phe_300.1,1
Phe_153-Phe_306,1
Phe_153-Phe_317,0
Phe_153-Phe_317.1,1
Phe_153-Phe_318,1
Phe_153-Phe_327,0
Phe_153-Phe_327.3,0
Phe_153-Phe_331,0
Phe_153-Phe_332,0
Phe_153-Phe_334,0
Phe_153-Phe_335,1
Phe_153-Phe_339,1
Phe_153-Phe_340,0
Phe_153-Phe_342,0
Phe_153-Phe_345,1
Phe_153-Phe_345.3,1
Phe_153-Phe_348,0
Phe_153-Phe_350,1
Phe_153-Phe_350.2,1
Phe_153-Phe_351,0
Phe_153-Phe_352,0
Phe_153-Phe_353,0
Phe_153-Phe_357,0
Phe_153-Phe_361,0
Phe_153-Phe_361.1,0
Phe_153-Phe_362,0
Phe_153-Phe_362.2,0
Phe_153-Phe_362.29,0
Phe_153-Phe_365,1
Phe_153-Phe_365.1,0
Phe_153-Phe_365.11,0
Phe_153-Phe_366,0
Phe_153-Phe_366.2,0
Phe_153-Phe_367,0
Phe_153-Phe_367.1,0
Phe_153-Phe_368,1
Phe_153-Phe_371,0
Phe_153-Phe_371.3,0
Phe_153-Phe_374,0
Phe_153-Phe_374.1,1
Phe_153-Phe_374.3,0
Phe_153-Phe_375,0
Phe_153-Phe_378,0
Phe_153-Phe_379,1
Phe_153-Phe_379.2,0
Phe_153-Phe_379.3,0
Phe_153-Phe_380,0
Phe_153-Phe_381,0
Phe_153-Phe_381.1,0
Phe_153-Phe_384,0
Phe_153-Phe_384.4,0
Phe_153-Phe_386,0
Phe_153-Phe_386.9,1
Phe_153-Phe_389,1
Phe_153-Phe_394,0
Phe_153-Phe_394.2,0
Phe_153-Phe_394.3,0
Phe_153-Phe_394.7,0
Phe_153-Phe_395,0
Phe_153-Phe_395.1,0
Phe_153-Phe_395.6,0
Phe_153-Phe_396,0
Phe_153-Phe_401.1,1
Phe_153-Phe_401.2,0
Phe_153-Phe_401.22,0
Phe_153-Phe_402,0
Phe_153-Phe_411.1,1
Phe_153-Phe_411.2,0
Phe_153-Phe_411.3,1
Phe_153-Phe_411.4,0
Phe_153-Phe_411.8,1
Phe_153-Phe_411.9,0
Phe_153-Phe_414,0
Phe_153-Phe_415,0
Phe_153-Phe_416,0
Phe_153-Phe_418,0
Phe_153-Phe_418.1,1
Phe_153-Phe_420,0
Phe_153-Phe_420.2,1
Phe_153-Phe_425,0
Phe_153-Phe_425.1,0
Phe_153-Phe_426,0
Phe_153-Phe_426.2,0
Phe_153-Phe_426.3,0
Phe_153-Phe_426.31,0
Phe_153-Phe_426.32,0
Phe_153-Phe_426.9,0
Phe_153-Phe_426.91,0
Phe_153-Phe_427,1
Phe_153-Phe_427.1,0
Phe_153-Phe_427.11,0
Phe_153-Phe_427.2,1
Phe_153-Phe_427.3,0
Phe_153-Phe_427.4,0
Phe_153-Phe_427.7,0
Phe_153-Phe_427.9,1
Phe_153-Phe_428,1
Phe_153-Phe_428.1,1
Phe_153-Phe_428.2,0
Phe_153-Phe_430,0
Phe_153-Phe_433,0
Phe_153-Phe_433.1,0
Phe_153-Phe_433.2,0
Phe_153-Phe_433.21,0
Phe_153-Phe_433.3,0
Phe_153-Phe_433.31,0
Phe_153-Phe_433.8,0
Phe_153-Phe_440,0
Phe_153-Phe_442,0
Phe_153-Phe_442.1,0
Phe_153-Phe_443,0
Phe_153-Phe_443.1,0
Phe_153-Phe_443.9,0
Phe_153-Phe_447,0
Phe_153-Phe_451,0
Phe_153-Phe_451.2,1
Phe_153-Phe_454,0
Phe_153-Phe_454.1,0
Phe_153-Phe_455,1
Phe_153-Phe_458,0
Phe_153-Phe_458.1,0
Phe_153-Phe_458.9,1
Phe_153-Phe_459,0
Phe_153-Phe_459.9,1
Phe_153-Phe_465,0
Phe_153-Phe_470,1
Phe_153-Phe_471,0
Phe_153-Phe_473,0
Phe_153-Phe_473.4,0
Phe_153-Phe_474,0
Phe_153-Phe_474.2,1
Phe_153-Phe_475,0
Phe_153-Phe_476,0
Phe_153-Phe_477,0
Phe_153-Phe_479,0
Phe_153-Phe_480,0
Phe_153-Phe_480.1,0
Phe_153-Phe_480.11,0
Phe_153-Phe_495,1
Phe_153-Phe_496,0
Phe_153-Phe_496.1,0
Phe_153-Phe_496.2,0
Phe_153-Phe_496.21,0
Phe_153-Phe_496.3,0
Phe_153-Phe_506,0
Phe_153-Phe_507,1
Phe_153-Phe_508,0
Phe_153-Phe_509.1,0
Phe_153-Phe_509.2,0
Phe_153-Phe_512,0
Phe_153-Phe_512.7,1
Phe_153-Phe_512.8,0
Phe_153-Phe_514,1
Phe_153-Phe_516,0
Phe_153-Phe_516.1,0
Phe_153-Phe_519,0
Phe_153-Phe_519.8,0
Phe_153-Phe_520,0
Phe_153-Phe_520.2,0
Phe_153-Phe_521,0
Phe_153-Phe_521.1,0
Phe_153-Phe_522,0
Phe_153-Phe_522.5,0
Phe_153-Phe_523,1
Phe_153-Phe_523.3,0
Phe_153-Phe_525,0
Phe_153-Phe_528,0
Phe_153-Phe_529,0
Phe_153-Phe_530,0
Phe_153-Phe_530.1,1
Phe_153-Phe_530.11,1
Phe_153-Phe_530.12,1
Phe_153-Phe_530.14,1
Phe_153-Phe_530.2,0
Phe_153-Phe_530.3,0
Phe_153-Phe_530.9,0
Phe_153-Phe_531,1
Phe_153-Phe_531.2,1
Phe_153-Phe_531.3,1
Phe_153-Phe_532,1
Phe_153-Phe_535,1
Phe_153-Phe_535.1,0
Phe_153-Phe_535.6,1
Phe_153-Phe_535.8,1
Phe_153-Phe_537,0
Phe_153-Phe_540,0
Phe_153-Phe_540.1,0
Phe_153-Phe_540.11,0
Phe_153-Phe_550,1
Phe_153-Phe_550.1,1
Phe_153-Phe_550.2,1
Phe_153-Phe_550.4,0
Phe_153-Phe_550.5,1
Phe_153-Phe_555,1
Phe_153-Phe_555.1,1
Phe_153-Phe_555.2,0
Phe_153-Phe_556,1
Phe_153-Phe_557,1
Phe_153-Phe_557.1,0
Phe_153-Phe_558,1
Phe_153-Phe_559,1
Phe_153-Phe_560.4,1
Phe_153-Phe_561,1
Phe_153-Phe_561.2,0
Phe_153-Phe_562,1
Phe_153-Phe_562.1,1
Phe_153-Phe_563,1
Phe_153-Phe_564,0
Phe_153-Phe_564.1,1
Phe_153-Phe_564.8,0
Phe_153-Phe_564.9,1
Phe_153-Phe_565,1
Phe_153-Phe_565.1,1
Phe_153-Phe_568,1
Phe_153-Phe_568.1,1
Phe_153-Phe_569,1
Phe_153-Phe_571,0
Phe_153-Phe_571.5,0
Phe_153-Phe_572,1
Phe_153-Phe_573,1
Phe_153-Phe_573.7,1
Phe_153-Phe_574,0
Phe_153-Phe_574.1,0
Phe_153-Phe_574.11,0
Phe_153-Phe_574.12,1
Phe_153-Phe_574.2,1
Phe_153-Phe_574.3,0
Phe_153-Phe_575,1
Phe_153-Phe_575.7,1
Phe_153-Phe_575.8,0
Phe_153-Phe_577,0
Phe_153-Phe_577.1,0
Phe_153-Phe_578.1,0
Phe_153-Phe_578.2,1
Phe_153-Phe_578.9,1
Phe_153-Phe_579,0
Phe_153-Phe_579.8,1
Phe_153-Phe_580,0
Phe_153-Phe_580.1,0
Phe_153-Phe_585,1
Phe_153-Phe_585.1,1
Phe_153-Phe_585.2,0
Phe_153-Phe_585.3,0
Phe_153-Phe_586,1
Phe_153-Phe_586.2,0
Phe_153-Phe_590,0
Phe_153-Phe_591,1
Phe_153-Phe_592,0
Phe_153-Phe_592.1,0
Phe_153-Phe_593,1
Phe_153-Phe_594,0
Phe_153-Phe_594.1,0
Phe_153-Phe_594.3,0
Phe_153-Phe_594.8,0
Phe_153-Phe_595,0
Phe_153-Phe_596,1
Phe_153-Phe_596.1,0
Phe_153-Phe_596.5,0
Phe_153-Phe_597,0
Phe_153-Phe_597.1,0
Phe_153-Phe_598,0
Phe_153-Phe_599,0
Phe_153-Phe_599.2,1
Phe_153-Phe_599.3,1
Phe_153-Phe_599.4,0
Phe_153-Phe_599.5,0
Phe_153-Phe_599.9,0
Phe_153-Phe_611.3,1
Phe_153-Phe_613,0
Phe_153-Phe_681,1
Phe_153-Phe_681.3,1
Phe_153-Phe_686,0
Phe_153-Phe_686.1,1
Phe_153-Phe_687,0
Phe_153-Phe_687.1,1
Phe_153-Phe_687.4,0
Phe_153-Phe_689,0
Phe_153-Phe_695,1
Phe_153-Phe_696,1
Phe_153-Phe_696.4,0
Phe_153-Phe_696.41,0
Phe_153-Phe_701,0
Phe_153-Phe_701.2,0
Phe_153-Phe_702,0
Phe_153-Phe_702.1,0
Phe_153-Phe_702.2,0
Phe_153-Phe_703,0
Phe_153-Phe_704,0
Phe_153-Phe_706,0
Phe_153-Phe_706.2,0
Phe_153-Phe_707,1
Phe_153-Phe_709,1
Phe_153-Phe_709.7,1
Phe_153-Phe_714,0
Phe_153-Phe_714.1,0
Phe_153-Phe_715,0
Phe_153-Phe_716,0
Phe_153-Phe_716.2,0
Phe_153-Phe_716.9,0
Phe_153-Phe_717,0
Phe_153-Phe_720,0
Phe_153-Phe_721,0
Phe_153-Phe_721.1,0
Phe_153-Phe_722,0
Phe_153-Phe_722.6,0
Phe_153-Phe_722.9,0
Phe_153-Phe_724,0
Phe_153-Phe_726,1
Phe_153-Phe_726.1,1
Phe_153-Phe_727,0
Phe_153-Phe_727.1,1
Phe_153-Phe_727.4,0
Phe_153-Phe_728,0
Phe_153-Phe_728.7,0
Phe_153-Phe_728.71,0
Phe_153-Phe_729,0
Phe_153-Phe_729.1,0
Phe_153-Phe_733,0
Phe_153-Phe_733.8,0
Phe_153-Phe_735,0
Phe_153-Phe_735.2,1
Phe_153-Phe_735.21,0
Phe_153-Phe_735.23,0
Phe_153-Phe_735.3,1
Phe_153-Phe_736,0
Phe_153-Phe_737,0
Phe_153-Phe_737.3,0
Phe_153-Phe_738,0
Phe_153-Phe_738.4,0
Phe_153-Phe_740,0
Phe_153-Phe_740.1,1
Phe_153-Phe_740.11,0
Phe_153-Phe_740.9,0
Phe_153-Phe_741,0
Phe_153-Phe_741.4,0
Phe_153-Phe_742,0
Phe_153-Phe_742.9,0
Phe_153-Phe_743,0
Phe_153-Phe_743.1,0
Phe_153-Phe_743.11,0
Phe_153-Phe_745,0
Phe_153-Phe_747,0
Phe_153-Phe_747.1,0
Phe_153-Phe_747.13,0
Phe_153-Phe_751,0
Phe_153-Phe_939,1
Phe_153.2-Phe_153.3,1
Phe_153.2-Phe_158,1
Phe_153.2-Phe_159,1
Phe_153.2-Phe_165,1
Phe_153.2-Phe_165.1,1
Phe_153.2-Phe_172,1
Phe_153.2-Phe_172.2,1
Phe_153.2-Phe_174,1
Phe_153.2-Phe_189,1
Phe_153.2-Phe_189.11,1
Phe_153.2-Phe_189.2,1
Phe_153.2-Phe_189.21,1
Phe_153.2-Phe_195,1
Phe_153.2-Phe_195.1,1
Phe_153.2-Phe_197,1
Phe_153.2-Phe_198,1
Phe_153.2-Phe_198.1,1
Phe_153.2-Phe_198.2,1
Phe_153.2-Phe_198.3,1
Phe_153.2-Phe_198.4,1
Phe_153.2-Phe_198.6,1
Phe_153.2-Phe_199,1
Phe_153.2-Phe_202,1
Phe_153.2-Phe_202.2,1
Phe_153.2-Phe_204,1
Phe_153.2-Phe_208,1
Phe_153.2-Phe_211,1
Phe_153.2-Phe_214,1
Phe_153.2-Phe_214.1,0
Phe_153.2-Phe_215,1
Phe_153.2-Phe_216,1
Phe_153.2-Phe_228,1
Phe_153.2-Phe_229,1
Phe_153.2-Phe_241,1
Phe_153.2-Phe_242,1
Phe_153.2-Phe_244,1
Phe_153.2-Phe_244.1,1
Phe_153.2-Phe_244.4,1
Phe_153.2-Phe_250.1,1
Phe_153.2-Phe_250.2,1
Phe_153.2-Phe_250.23,1
Phe_153.2-Phe_250.7,1
Phe_153.2-Phe_260,1
Phe_153.2-Phe_261,1
Phe_153.2-Phe_272,1
Phe_153.2-Phe_272.1,1
Phe_153.2-Phe_272.11,1
Phe_153.2-Phe_274,1
Phe_153.2-Phe_274.1,1
Phe_153.2-Phe_275,0
Phe_153.2-Phe_275.5,1
Phe_153.2-Phe_276,1
Phe_153.2-Phe_276.1,1
Phe_153.2-Phe_276.12,1
Phe_153.2-Phe_276.14,1
Phe_153.2-Phe_276.5,1
Phe_153.2-Phe_277,1
Phe_153.2-Phe_278,0
Phe_153.2-Phe_278.1,1
Phe_153.2-Phe_280,1
Phe_153.2-Phe_280.1,1
Phe_153.2-Phe_281,0
Phe_153.2-Phe_281.1,0
Phe_153.2-Phe_285,1
Phe_153.2-Phe_287,1
Phe_153.2-Phe_287.3,1
Phe_153.2-Phe_288,1
Phe_153.2-Phe_289,1
Phe_153.2-Phe_289.4,1
